Dataset Name,Domain,Number of Variables at each time point,Number of Time Points,Time interval between points,Primary Source Repository,Link to Data,Detailed Description,Comments,Original Row #,Number of Versions,Reconciler Version,Reconciler Status,Reconciliation Notes,Informer,Monash TSER,UTSD,AutoGluon,Darts,TSLib,TSFM-Granite,TSFM-Core,TSFM-Bench,LOTSA,Prophet,NeuralForecast,Merlion,Aeon,DataLoop,NonUCR-UCI,UCR,UEA,MONSTER,Monash,Monash-Common,Monash-small,M1,M2,M3,M4,M5,M6,TSB-UAD MOMENT,TSB-UAD Full,Hackernoon,Monash Moment,Kaggle TS,FastML,Time-LLM,AutoTimes,ST-LLM,LLM-Time,LLM-Mixer,LLM-prompt,LLM-PS,One Fits All,Lag-Llama,Chronos-Pre,Chronos-Eval1,Chronos-Eval2,ChronosBolt-Pre,ChronosBolt-Eval1,ChronosBolt-Eval2,ChronosX-Eval2,ChronosX-Synth,ChronosX-Pre,ChronosX-Eval1,TS-RAGZSEval,TS-RAGPreT,Tempo,TimeBench,InstructTime,LPTM-Pre,LPTM-Eval,TS2Vec-Bench,TS2Vec-PreT,Automixer,TTM-PreT,TTM-Eval,TTM-Bench,TSMamba-ZS,TSMamba-FullShot,TimeGPT,GHPT,TimesNet,TimesFM,Time-MOE,Timer-XL,LightGTS,CiK,NSF HDR,MLCommons-EQ,@
HandOutlines,Image,1,2709,Not specified,"timeseriesclassification.com, cs.ucr.edu",HandOutlines Description,This dataset contains shape outlines of hands. The binary classification task is likely to distinguish between two different individuals or hand shapes.,Donated by L. Davis & A. Bagnall. It includes 1000 instances for training and 370 for testing.,249,6,10,Auto-reconciled (1 unique source) on 2025-08-01 18:25:28,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Handwriting,Human Activity Recognition (Motion),3,152 (per series),Uniform (or motion-dependent - not fully reconciled but assumed uniform for the primary dataset version),UEA & UCR Time Series Classification Repository,https://www.timeseriesclassification.com/description.php?Dataset=Handwriting,"Motion data (3-axis accelerometer + 3-axis gyroscope OR x, y, and z coordinates - source conflict) captured from a smartwatch/tablet (source conflict) while a subject writes the 26 letters of the alphabet.  The task is classification of the 26 letters (A-Z) OR biometric authentication based on distinguishing genuine signatures from forgeries. The dataset contains 150 training and 850 testing instances.","A classic multivariate motion-based classification/biometric authentication task. Subtle classification due to forgers mimicking genuine signature dynamics (speed, pressure).",250,9,10,Split into 2 records on 2025-08-01 18:25:48,"Multiple Datasets

The sources reveal two distinct datasets named ""Handwriting"", one focused on motion capture during handwriting and the other on the handwriting itself for character recognition.  The key differences are in the number of variables, the detailed descriptions, and the links to data sources.  Some sources appear to conflate the two, leading to inconsistencies.",,,,,Y,X,,,,,,,Y,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,X,,,Y,,,,,
Handwriting (it's important to retain the name as it appears in the source despite being a duplicate name),Handwriting/Character Recognition (not explicit in any source but clearly inferred),Not applicable (image data),Not applicable (image data),Not applicable (image data),Assumed to be varied and dataset-specific given the context from web searches.  Not enough information to determine a singular authoritative source.,"Multiple, including potential datasets like CENSUS-HWR, IAM, NIST, and others; Links would be dataset-specific.","This refers to any of a wide array of datasets containing handwritten characters, words, or text for the purpose of training and evaluating handwriting recognition models. Characteristics vary greatly; examples include the CENSUS-HWR dataset (1.8M+ grayscale images of English words), the IAM dataset (13,353 images of lines of text), etc.","Numerous datasets exist for this domain with a wide range of sizes, scripts, and formats. The choice of dataset depends heavily on the specific application.",250,4,10,Split into 2 records on 2025-08-01 18:25:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haptics,Motion,1,1092,Not specified,"timeseriesclassification.com, cs.ucr.edu",Haptics Description,This dataset contains haptic sensor data. The task is to classify the haptic feedback into one of 5 different categories.,Donated by J. Brady. A 5-class problem with 155 training and 308 testing instances.,251,6,10,Auto-reconciled (1 unique source) on 2025-08-01 18:26:36,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
HAR,Sensor Data,"6 (Accelerometer X, Y, Z and Gyroscope X, Y, Z); 9 channels for UCI HAR (X, Y, Z for body acceleration, gyroscope, and total acceleration)","1945 raw samples, 20750 subsamples (3 seconds each); 128 readings/window for UCI HAR",100 Hz for KU-HAR; 2.56 sec windows with 50% overlap (128 readings/window) for UCI HAR,"KU-HAR (Kaggle), UCI HAR (implied by context)",Kaggle KU-HAR,"Captures six distinct human activities (walking, ascending stairs, descending stairs, sitting, standing, lying down) from 30 participants using smartphone-embedded inertial sensors. KU-HAR has 18 activities from 90 participants.","Relevant for wearable technology, smart environments, health monitoring.",252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Heartbeat,"ECG (Electrocardiogram) / Heart Sounds. This dataset represents heartbeats recorded using both phonocardiogram and electrocardiogram, making a combined domain the most accurate.","61.  While one source mentions 60, the majority and the original repository listing indicate 61. This could be due to different pre-processing or feature extraction methods.",405 (per series),"Not specified/N/A (Spectrogram). While ""UEA"" indicates ""Uniform"", the primary source and other sources state N/A or not specified, which is more accurate given its representation as a spectrogram.",UEA & UCR Time Series Classification Repository,https://www.timeseriesclassification.com/description.php?Dataset=Heartbeat,"This dataset consists of spectrograms derived from heart sound recordings. These recordings, sourced from the PhysioNet/CinC Challenge 2016, are classified as either normal or abnormal heartbeats.  The dataset is highly multivariate, utilizing 61 sensor channels (likely derived features from the spectrograms) to distinguish between these two classes.  It contains 204 training instances and 205 testing instances.  The dataset is available in its raw format as well as pre-processed versions.","The high dimensionality (61 variables) arises from the feature extraction process applied to the original audio signals. This transformed representation (spectrogram) in the frequency domain is what is used for classification. Pre-processed versions of the dataset are available from various sources, including the TSLib project's cloud storage.",253,9,10,Reconciled on 2025-08-01 18:26:51,,,,,,Y,X,,,,,,,Y,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,X,,,Y,,,,,
HeartRateDataset,Healthcare / Physiology,Univariate: Heart Rate (Instantaneous heart rate in beats per minute),1800,0.5 seconds (2 Hz),Curated Research Dataset,"The darts source code describes this as ""series1"" from a referenced source 17, likely a curated segment from a larger, well-known physiological database such as those on Physionet (e.g., MIT-BIH Arrhythmia Database).30","This dataset consists of 1800 evenly-spaced measurements of instantaneous heart rate from a single subject. The recordings were taken at 0.5-second intervals, covering a total duration of 15 minutes.17",AllGestureWiimoteX Description This Sensor dataset contains 1-dimensional time series of unequal length. The classification task is to categorize gesture data from a Wii remote's X-axis into one of 10 classes.,254,1,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herring,Image,1,512,Not specified,"timeseriesclassification.com, cs.ucr.edu",Herring Description,This Image dataset contains 1-dimensional time series derived from herring outlines. The binary classification task is likely to distinguish between two types of herring.,Donated by J. Maap & A. Bagnall. It includes 64 instances for training and 64 for testing.,255,6,10,Auto-reconciled (1 unique source) on 2025-08-01 18:27:35,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Hierarchical,Multiple,1 per dataset,Varies by dataset,"Varies (e.g., Daily, Monthly)",Nixtla,Hierarchical Datasets,"This is a collection of datasets (e.g., TourismLarge, Labour) that have a natural hierarchical structure for aggregation.",Designed specifically to benchmark hierarchical reconciliation methods.,256,1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hierarchical Sales Data,E-Commerce / Retail,236,1800,Daily,UCI Machine Learning Repository,Link to Data,"Contains hierarchical sales data from an Italian grocery store. The data is structured with products grouped into categories, forming a hierarchy.3","Specifically designed for hierarchical time-series forecasting, a specialized task where predictions must be coherent across different levels of aggregation (e.g., total sales must equal the sum of category sales).",257,2,10,Auto-reconciled (1 unique source) on 2025-08-01 18:27:35,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
High-Granularity Calorimeter (HGCAL) Simulated Datasets,High-Energy Physics,"High-dimensional. ~56,000 voxels per event (e.g., 28 layers x ~2000 cells), representing energy deposits.",N/A (Event-based data),"N/A (Data from 40 MHz collisions, but processed as discrete events)",Zenodo / In2p3,HGCAL e+e- Dataset (Zenodo),"Simulated data of particle collisions (e.g., electrons, pions) in a detector inspired by the future HGCAL at CERN's CMS experiment. Data contains 5D information (3D position, energy, time) for each sensor cell hit, used to develop algorithms for data compression and particle reconstruction.","Due to the detector's structure, data is often treated as a graph or 3D image. The primary challenge is real-time processing with sub-50ns latency for the Level-1 Trigger.",258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hospital,Healthcare,1,84,1M (Monthly),Unknown/CMS Data,Hospitals datasets - CMS Data,"Monthly time series representing patient counts related to medical products from January 2000 to December 2006.  This dataset provides a historical view of healthcare utilization, specifically patient discharges, over a seven-year period.","The link points to a general hospitals data page on the CMS website. The specific dataset related to ""patient counts medical products"" isn't directly accessible from this page.",259,3,10,Split into 2 records on 2025-08-01 18:27:54,"Multiple Datasets. While all sources refer to a dataset called `hospital`, there are key discrepancies that point to the existence of at least two distinct datasets. Source 1 ('AutoGluon') describes a dataset with 767 univariate time series, while other sources (e.g. 'Chronos-Eval2') describe a single, 84-point univariate or multivariate time series. The different links to data sources, number of variables, and descriptions further reinforce the idea of separate datasets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
hospital,Health,767,84,Monthly,"Monash Time Series Forecasting Repository / Zenodo (Hyndman, 2015)",#ERROR!,"Contains 767 monthly multivariate time series related to hospital data, likely patient admissions or resource usage.  Represents patient counts related to various medical products from January 2000 to December 2006. Useful for healthcare administration and resource planning, such as forecasting patient load or staffing needs.",Corresponds to 'hospital_monthly'. Provides exposure to healthcare operational data with distinct seasonal and trend components.,259,6,10,Split into 2 records on 2025-08-01 18:27:54,,,,,X,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
hospital_monthly,Health,>1 (Multivariate),84,Monthly,Zenodo,Zenodo Record,Contains 767 monthly time series representing patient counts related to various medical products from Jan 2000 to Dec 2006.,Part of the common TSF-32 subset.,260,3,10,Auto-reconciled (1 unique source) on 2025-08-01 18:28:33,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,
HouseholdPowerConsumption1,Energy Monitoring,5,1440,1 minute,UCI Machine Learning Repository,Link,"This dataset requires the prediction of the total daily active power consumption of a single household. The input time series consists of 5 variables (voltage, global intensity, and three sub-metering measurements) recorded every minute over a 24-hour period (1440 time points). The dataset contains missing values.2","This dataset is challenging due to its long sequence length (1440) and the presence of missing data, which requires a robust imputation strategy. It is one of two datasets derived from the same source, distinguished by its target variable (active power). The train/test split is temporal: data before 2009 is for training, and data from 2009 onwards is for testing.2",261,1,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HouseholdPowerConsumption2,Energy Monitoring,5,1440,1 minute,UCI Machine Learning Repository,Link,"Identical to HouseholdPowerConsumption1 in its input data (5 variables, 1440 time points, missing values), but the regression task is to predict the total daily reactive power consumption instead of active power.2","This dataset shares the same challenges as its counterpart (long sequences, missing data). Comparing model performance between this dataset and HouseholdPowerConsumption1 can reveal how well an algorithm adapts to predicting different physical quantities from the exact same input signals.",262,1,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HouseTwenty,Device,1,2000,Not specified,"timeseriesclassification.com, cs.ucr.edu",HouseTwenty Description,This Device dataset contains power consumption data from a house. The binary classification task is to distinguish between two states or appliance activities.,Donated by E. Keogh & S. Gharghabi. It includes 40 instances for training and 119 for testing.,263,6,10,Auto-reconciled (1 unique source) on 2025-08-01 18:28:34,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Huawei cloud datasets (D1-D4),Cloud,Varies (7-18),64800 (per series),Minute-frequency (T),"Joosen et al., 2023",GitHub Repository,"Contains serverless traces focusing on function demand data from real-world usage, including metrics like function delay, CPU usage, and memory usage.",Data is downsampled to 5-minute intervals.,264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZMetro,Transportation,80 stations (inflow/outflow),"~2,400 (for 25 days)",15 minutes,Provided by Lingbo Liu (lingboliu.com),Link,"Metro passenger ridership data from 80 stations in Hangzhou, China, from January 2019. Measures total traffic flow (inflow + outflow) every 15 minutes.",Complements the SHMetro dataset with data from another major Chinese city.23,265,3,10,Auto-reconciled (1 unique source) on 2025-08-01 18:28:34,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
IceCreamHeaterDataset,Education / Synthetic,"Bivariate: ice cream, heater (Monthly search interest or sales data)",204,Monthly,Pedagogical / Textbook Example,The dataset is a classic statistical example. A version can be found at:  31,"This is a bivariate dataset containing two time series, typically representing monthly sales or search interest for ""ice cream"" and ""heaters"".13 Both series exhibit strong annual seasonality, but they are inversely correlated.",AllGestureWiimoteY Description This Sensor dataset contains 1-dimensional time series of unequal length. The classification task is to categorize gesture data from a Wii remote's Y-axis into one of 10 classes.,266,1,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEAL,Energy,"255 homes, with 39 highly instrumented",Varies (up to ~690 days),"1-second (electricity), 12-second (sensors), pulse-level (gas)",University of Edinburgh,Link,"High-resolution electricity, gas, and contextual sensor data (temp, humidity, light) from 255 UK homes. Includes extensive survey data on demographics, attitudes, and building characteristics.","Extremely high-frequency data with rich contextual information, also part of the BuildingsBench evaluation suite.7",267,3,10,Auto-reconciled (1 unique source) on 2025-08-01 18:28:35,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
IEEEPPG (IEEE Signal Processing Cup 2015),Health Monitoring (Heart Rate Estimation),"5 (2 PPG, 3 Accelerometer)",Varies by subject (Up to 1000 per segment/recording),"1/125s (8 ms), 125Hz",IEEE Signal Processing Cup 2015 (distributed via Zenodo),https://zenodo.org/records/3902710,"This dataset, from the IEEE Signal Processing Cup 2015, aims to estimate heart rate from wrist-worn PPG and accelerometer sensors during intense physical exercise. It features 3096 five-dimensional time series segments, sampled at 125Hz. Ground truth heart rate is derived from simultaneous ECG recordings. The dataset includes two PPG channels, three accelerometer channels, and a corresponding ECG signal for each subject.  Subjects were aged 18-35, and PPG signals were collected from the wrist using two pulse oximeters with green LEDs (515nm wavelength) spaced 2cm apart. A three-axis accelerometer, also worn on the wrist, captured motion data.  Simultaneous ECG signals were recorded from the chest.  The competitive nature of the Cup makes this a particularly rigorous dataset focused on distinguishing physiological signals from motion artifacts.","The main challenge is the presence of significant motion artifacts due to the exercise conditions, making accurate heart rate estimation difficult. The dataset is designed to test the robustness of algorithms in real-world scenarios.",268,3,10,Split into 2 records on 2025-08-01 18:28:53,"Multiple Datasets. While all datasets involve PPG signals, key differences in the number of data points, sampling frequency, and overall purpose indicate distinct datasets mistakenly grouped under the same name. The Monash TSER and UTSD entries seem to describe subsets of the 2015 IEEE Signal Processing Cup dataset, but with conflicting information on the number of variables and data points. The TSFM-Core entry refers to a much larger PPG dataset used for blood pressure estimation, not heart rate monitoring.",,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
